t_lab,observable,error
1.61310911,1263.16309551,1.39765513
40.20429027,-57.66117202,.32447554
74.72068711,-24.94652845,.22339517
38.08244992,-61.24692773,.33436701
22.03389538,-101.22047026,.44508925
14.40794242,-128.15757254,.54303945
69.46058983,-27.98092048,.23459741
4.35905797,58.98993733,.91078763
30.90681916,-75.91770694,.37437776
19.40244260,-110.42335825,.47332668
2.31259328,638.19180906,1.19573786
21.11908814,-104.34440594,.45440640
68.40131940,-28.64692678,.23696313
42.53268651,-54.05037528,.31442517
63.64944868,-31.89574471,.24810397
47.44188595,-47.39112625,.29554703
29.10518761,-80.34014375,.38642855
24.41436916,-93.53567243,.42295416
8.88377417,-126.95929489,.67082504
34.24171562,-68.56119154,.35436520
41.67415143,-55.34462064,.31803970
1.00599931,2544.51850308,1.72754577
48.13530882,-46.54217686,.29309821
34.46701651,-68.09990267,.35310862
23.92814476,-95.05109747,.42724878
3.19208031,275.96461650,1.04120599
12.55388102,-132.96576379,.57731805
11.17784139,-134.36171452,.60741245
29.85844399,-78.45034773,.38127371
4.12875645,89.01692162,.93228324
30.12010266,-77.80775813,.37952294
59.75851266,-34.91806229,.25797250
13.41157459,-131.02672047,.56069180
9.38570966,-130.20724552,.65513803
15.29831614,-125.23998383,.52854785
67.72230972,-29.08442102,.23850086
14.26689220,-128.59378682,.54544077
33.36207075,-70.40376224,.35938088
46.54331020,-48.52285520,.29879461
32.53047511,-72.20848450,.36428981
19.42054659,-110.35802222,.47311640
6.64959237,-89.03680599,.75967062
8.43440102,-122.88435192,.68596311
22.37359973,-100.08364246,.44175156
63.88009789,-31.72744410,.24754155
52.10020628,-42.06276041,.27996377
9.22449904,-129.29576197,.66004600
52.82474288,-41.30769061,.27770843
65.55381886,-30.53980173,.24352936
15.36468398,-125.01330283,.52751104
65.71167207,-30.43076073,.24315703
58.40278797,-36.05875638,.26159564
60.95127067,-33.95332517,.25486725
50.61267859,-43.67213856,.28472814
7.78288782,-114.42582665,.71005789
73.64563698,-25.53211942,.22561571
23.88043498,-95.20131463,.42767611
39.01578726,-59.63289616,.32992399
21.35175239,-103.54151217,.45198970
51.15798028,-43.07269666,.28296006
64.73514462,-31.11343671,.24547695
63.37189861,-32.09980078,.24878391
23.45084873,-96.56607462,.43157283
27.11731090,-85.62333612,.40091167
66.92284448,-29.61046689,.24033344
17.34824211,-117.92243173,.49891240
50.90426720,-43.35021097,.28377952
45.01610139,-50.53235366,.30451790
58.82134450,-35.70142421,.26046605
70.55939618,-27.31054232,.23218444
2.40574885,584.84823389,1.17560603
67.89302927,-28.97363120,.23811264
27.65667214,-84.14630307,.39684909
8.26018899,-120.94928858,.69214131
67.99682487,-28.90653400,.23787713
5.49311666,-38.77031464,.82462537
56.49629718,-37.74747873,.26687230
73.46830665,-25.63033598,.22598522
40.76221351,-56.76644726,.32199459
32.54543431,-72.17546615,.36420001
22.77152267,-98.76862339,.43792151
65.65805251,-30.46774372,.24328339
37.52216939,-62.24483439,.33710732
55.89682095,-38.30007126,.26857833
45.99273244,-49.23452947,.30082756
22.68749075,-99.04481131,.43872331
.99882914,2568.67006698,1.73327899
10.13126698,-133.08700804,.63387565
62.01625716,-33.12114947,.25215603
25.61865703,-89.90377076,.41276748
5.49181079,-38.69222243,.82470961
42.94399343,-53.44501696,.31272938
52.93722787,-41.19209985,.27736196
54.82317979,-39.31692475,.27169330
64.93190065,-30.97431711,.24500631
5.64053919,-47.20965763,.81529617
50.00826794,-44.34978130,.28671813
19.72402767,-109.26613123,.46962735
9.04784875,-128.15768802,.66556349
11.54615739,-134.25963420,.59888847
45.61927660,-49.72537607,.30222577
44.30315129,-51.50944296,.30728281
17.25849521,-118.25072074,.50011568
69.48330040,-27.96685662,.23454712
18.52450023,-113.61385705,.48382751
55.20524787,-38.95099200,.27057585
18.34561088,-114.26802631,.48604332
52.55261575,-41.58913604,.27855067
74.22638402,-25.21370209,.22441202
69.70851815,-27.82786801,.23404937
4.59793489,32.27793726,.89014029
42.16454741,-54.60020400,.31596250
69.20291938,-28.14111301,.23516923
66.55105860,-29.85922959,.24119401
2.38443161,596.63409415,1.18011212
57.14811850,-37.15856757,.26504328
73.39581946,-25.67061837,.22613654
27.93790508,-83.38919003,.39477119
9.12858868,-128.69667644,.66302313
70.84964892,-27.13683627,.23155380
66.86361030,-29.64992310,.24047019
43.01541521,-53.34084733,.31243721
37.24052951,-62.75492622,.33850629
69.75120890,-27.80162041,.23395522
16.73448492,-120.15997535,.50730174
30.05751831,-77.96081265,.37993987
24.21887849,-94.14156955,.42466777
72.72112790,-26.04934279,.22755248
66.05298695,-30.19668861,.24235542
6.35600119,-79.26535845,.77453907
31.34117238,-74.90061667,.37161091
69.26001839,-28.10551527,.23504232
48.62978650,-45.94935603,.29138131
30.99977797,-75.69847223,.37378127
10.80649920,-134.20446948,.61640038
65.50783059,-30.57166346,.24363803
19.82239864,-108.91363621,.46851071
70.45273881,-27.37472306,.23241688
74.88974946,-24.85594907,.22304898
7.69152817,-112.94575510,.71366587
73.98835305,-25.34361599,.22490418
48.17119879,-46.49880100,.29297279
4.64341922,27.63977917,.88638205
29.93772123,-78.25490980,.38074113
64.94136977,-30.96764200,.24498371
34.55238120,-67.92623579,.35263543
46.49351448,-48.58664232,.29897710
28.54058496,-81.79633345,.39040829
14.45470542,-128.01113608,.54225001
19.91791248,-108.57209008,.46743307
67.44133007,-29.26793954,.23914218
54.85536393,-39.28592355,.27159878
52.55621453,-41.58539727,.27853949
22.03733582,-101.20889214,.44505513
11.62953759,-134.20506625,.59700955
39.49284229,-58.83048055,.32770964
69.97302745,-27.66573978,.23346701
59.78299344,-34.89790314,.25790801
63.86460383,-31.73871385,.24757926
4.26553544,70.63322088,.91931683
59.85343950,-34.83997812,.25772261
74.00997854,-25.33177908,.22485940
52.35086533,-41.79945792,.27917883
47.16595795,-47.73479441,.29653520
14.76019881,-127.03411056,.53717235
44.87217278,-50.72755268,.30507115
27.19733345,-85.40210265,.40030237
42.14653918,-54.62729647,.31603818
12.03767174,-133.79081247,.58806648
17.16333856,-118.59847904,.50140009
51.08174391,-43.15583272,.28320572
6.32978408,-78.30988920,.77591465
55.54629851,-38.62816560,.26958676
6.87029994,-95.36986061,.74909910
21.52278693,-102.95487454,.45023397
49.68135783,-44.72222627,.28780808
70.25262214,-27.49565413,.23285401
73.00263011,-25.89049108,.22696004
66.45584588,-29.92336520,.24141527
5.65440252,-47.96618497,.81443687
45.53105031,-49.84230904,.30255841
57.64360286,-36.71901550,.26367051
60.54335459,-34.27928991,.25592085
21.25950581,-103.85917830,.45294393
67.77751990,-29.04853317,.23837519
8.67040938,-125.17829525,.67787492
28.61736970,-81.59626412,.38986104
9.66554777,-131.52806759,.64689131
73.26576377,-25.74308912,.22640841
71.77472214,-26.59235641,.22956212
38.04492113,-61.31307851,.33454882
14.33804562,-128.37478647,.54422560
4.86545987,6.81341200,.86876378
42.12502807,-54.65968304,.31612865
40.83484777,-56.65137321,.32167508
31.55803138,-74.39970084,.37024854
19.73110854,-109.24073386,.46954674
26.04085405,-88.67130103,.40933942
48.98980677,-45.52415620,.29014621
31.91021501,-73.59582541,.36806245
46.17240710,-49.00072865,.30016044
22.76226702,-98.79900401,.43800964
36.14194243,-64.80058038,.34410593
69.99675837,-27.65125231,.23341488
68.40057693,-28.64740059,.23696481
.14852212,14863.20769468,5.31277463
3.91397355,121.54672231,.95393059
35.15508317,-66.71721663,.34933933
7.06193817,-100.25211113,.74030682
62.53954313,-32.72197491,.25084415
67.82878136,-29.01526241,.23825861
67.38011413,-29.30811715,.23928229
1.98900824,867.91863089,1.27601115
31.00236709,-75.69237827,.37376469
61.53355483,-33.49499876,.25337791
18.85643256,-112.40309554,.47978585
14.58038396,-127.61334030,.54014453
69.62162060,-27.88139178,.23424122
16.41399856,-121.31795538,.51183778
12.37366772,-133.28782117,.58100263
74.55823491,-25.03394879,.22372859
10.93211886,-134.28969019,.61331353
48.92045798,-45.60564447,.29038316
67.56807518,-29.18497581,.23885252
