t_lab,observable,error
67.64378305,-29.13556218,.23867979
40.79737028,-56.71070849,.32183984
60.31889516,-34.46040116,.25650429
55.76078733,-38.42695931,.26896872
48.19439651,-46.47079390,.29289178
36.75759788,-63.64307021,.34093943
25.52094527,-90.19201348,.41357113
50.75950730,-43.50963135,.28424955
.63051238,4464.00534411,2.16527559
57.66645028,-36.69891336,.26360757
7.79417397,-114.60308919,.70961636
20.75830335,-105.60017258,.45822023
1.67941877,1179.75411902,1.37326342
11.78497251,-134.07507700,.59355478
27.44408811,-84.72451599,.39843801
33.66520460,-69.76122478,.35763238
52.07873717,-42.08541590,.28003124
54.29829928,-39.82715015,.27324504
28.69725348,-81.38880197,.38929374
60.63616741,-34.20476520,.25568037
15.52020732,-124.47814213,.52510361
29.40309050,-79.58560030,.38436917
49.57868061,-44.84007742,.28815242
24.45953366,-93.39634046,.42256072
13.45788100,-130.90592724,.55983404
32.69746322,-71.84106737,.36329060
22.34101868,-100.19211316,.44206892
.29834336,9102.05966934,3.30284827
35.18520996,-66.65756026,.34917660
18.27083260,-114.54174106,.48697756
9.44873069,-130.53262166,.65325123
41.47226328,-55.65513654,.31890478
6.84308981,-94.63185224,.75037597
57.55891579,-36.79365389,.26390409
16.13733930,-122.30885639,.51584433
10.10015416,-133.00511491,.63471923
16.09158432,-122.47179682,.51651531
54.53592417,-39.59507231,.27254013
2.56726962,502.85387441,1.14324266
51.33828674,-42.87692819,.28238099
74.38173118,-25.12935824,.22409169
59.85333553,-34.84006352,.25772288
72.57317621,-26.13331682,.22786482
8.32319309,-121.67419462,.68988587
17.18937806,-118.50335147,.50104773
21.03209863,-104.64600851,.45531850
16.34559111,-121.56381117,.51282047
48.37222371,-46.25685751,.29227261
9.93384197,-132.51556784,.63929010
68.04174628,-28.87755633,.23777533
26.38499049,-87.68222004,.40659727
29.38549986,-79.62989305,.38449001
71.60209979,-26.69291584,.22993169
24.93780198,-91.93584602,.41845002
44.40709819,-51.36538590,.30687585
50.55378436,-43.73755159,.28492063
2.45561901,558.19482498,1.16528643
56.67811688,-37.58197105,.26635943
25.34115368,-90.72534694,.41506014
23.11345294,-97.65324699,.43469673
11.59682974,-134.22776998,.59774444
34.50094429,-68.03080678,.35292036
46.19774984,-48.96787336,.30006664
49.68656664,-44.71625885,.28779064
71.78078027,-26.58883590,.22954917
32.82738766,-71.55696011,.36251790
9.86839022,-132.29798962,.64111803
20.94003850,-104.96601385,.45628889
24.56450031,-93.07346122,.42164987
9.66905846,-131.54267402,.64678997
46.56050020,-48.50086171,.29873167
15.36562294,-125.01008826,.52749641
28.05083567,-83.08765705,.39394441
24.66735064,-92.75836909,.42076215
60.23639832,-34.52728063,.25671938
3.71044556,157.18728012,.97606565
32.43409169,-72.42171857,.36486968
67.56886843,-29.18445751,.23885071
1.99904049,859.55069869,1.27323965
32.00062807,-73.39135530,.36750643
30.07628714,-77.91486989,.37981471
9.11358672,-128.59896832,.66349276
68.51849126,-28.57227734,.23669948
48.08955215,-46.59755707,.29325831
23.63610278,-95.97485294,.42988149
26.53566850,-87.25351602,.40541101
2.65608571,462.69876218,1.12667035
15.12845503,-125.81514210,.53122781
42.69926752,-53.80407541,.31373562
10.26722730,-133.41083580,.63023071
61.79277810,-33.29355343,.25272032
69.83619799,-27.74945917,.23376797
29.66295972,-78.93505526,.38259495
63.54985518,-31.96877286,.24834756
49.86706327,-44.51013797,.28718773
24.40690760,-93.55871473,.42301924
17.43560922,-117.60261578,.49774850
54.16358472,-39.95952699,.27364646
22.75819518,-98.81237248,.43804842
12.93063524,-132.18966597,.56983622
13.57198362,-130.60232615,.55773679
58.59469493,-35.89433874,.26107648
24.43326110,-93.47736135,.42278947
61.05374032,-33.87207882,.25460392
63.10834849,-32.29512988,.24943279
72.79564957,-26.00717282,.22739541
26.71437559,-86.74848820,.40401523
14.56356803,-127.66691393,.54042489
37.81426143,-61.72182350,.33567170
42.17845898,-54.57928738,.31590407
5.62797946,-46.51892058,.81607728
61.50157705,-33.51995895,.25345927
34.34620655,-68.34672217,.35378102
64.97704262,-30.94251159,.24489857
4.27344831,69.62005193,.91858488
31.97246238,-73.45496953,.36767942
71.16906643,-26.94727201,.23086298
63.48637384,-32.01543414,.24850305
70.07059243,-27.60623836,.23325280
4.35477718,59.50740142,.91117231
47.97510785,-46.73646340,.29365964
9.94557984,-132.55306358,.63896404
43.26140129,-52.98419558,.31143612
5.63922526,-47.13763535,.81537777
58.49282959,-35.98148932,.26135179
65.04325127,-30.89593908,.24474069
38.29827828,-60.86839541,.33332626
23.74005009,-95.64489614,.42893976
27.51687135,-84.52597543,.39789222
2.70599152,441.49770788,1.11770370
67.99816628,-28.90566816,.23787409
44.80283815,-50.82195352,.30533855
23.41054689,-96.69523193,.43194300
67.08752909,-29.50112066,.23995395
36.31108377,-64.47970630,.34322864
24.31808526,-93.83352089,.42379598
41.92824038,-54.95718849,.31695921
35.50744243,-66.02404285,.34744788
7.40915558,-107.82733189,.72521449
47.62662253,-47.16291399,.29488985
68.07428267,-28.85659091,.23770165
62.09521089,-33.06051792,.25195726
29.26811517,-79.92630355,.38529884
6.70116075,-90.58928835,.75715600
51.79568245,-42.38565152,.28092419
8.68769666,-125.33252260,.67729468
31.78465168,-73.88107259,.36883814
23.72108615,-95.70499714,.42911118
16.15559848,-122.24375290,.51557723
74.75435410,-24.92845822,.22332617
35.39446174,-66.24522019,.34805155
58.79317887,-35.72532323,.26054174
55.18555235,-38.96974459,.27063320
15.16407744,-125.69514441,.53066261
23.08750241,-97.73741965,.43493937
23.36231293,-96.85006175,.43238708
55.94855839,-38.25195829,.26843017
39.32128155,-59.11732788,.32850167
20.48429855,-106.56224382,.46117226
47.88848981,-46.84196962,.29396427
25.24935657,-90.99913572,.41582558
57.93295616,-36.46549988,.26287569
40.29628040,-57.51232130,.32406319
43.46795982,-52.68722840,.31060160
58.59954433,-35.89019679,.26106339
4.88055249,5.49996200,.86760806
15.78641007,-123.55051348,.52105329
55.58310822,-38.59353597,.26948048
19.57852085,-109.78884041,.47129181
74.02404700,-25.32408223,.22483028
53.47988087,-40.64051018,.27570407
39.74199120,-58.41730723,.32656789
16.17995403,-122.15684358,.51522155
18.45483350,-113.86850111,.48468725
68.04746262,-28.87387150,.23776238
3.83672457,134.47624232,.96213475
19.93383184,-108.51523393,.46725409
56.90304570,-37.37854995,.26572784
2.76452454,417.78926329,1.10748470
48.11474342,-46.56705652,.29317014
74.32177345,-25.16187032,.22421524
2.70636223,441.34369532,1.11763799
34.66482366,-67.69840753,.35201457
45.52138234,-49.85514554,.30259491
73.91774482,-25.38231162,.22505049
66.13725990,-30.13924965,.24215822
8.76166236,-125.97224491,.67483027
68.79568134,-28.39665880,.23607773
19.44817324,-110.25836132,.47279598
54.61964172,-39.51373897,.27229273
46.30373236,-48.83079839,.29967511
3.96718015,113.03663988,.94841280
59.85769341,-34.83648433,.25771142
69.49532109,-27.95941623,.23452051
9.94203066,-132.54177432,.63906257
58.37623205,-36.08158645,.26166764
.33356840,8289.89657308,3.08200412
11.39271728,-134.33069230,.60239433
1.35729490,1664.08946718,1.50825283
62.59003936,-32.68378651,.25071824
11.51187074,-134.27887205,.59966640
6.22616058,-74.38900554,.78143271
48.36010628,-46.27139301,.29231470
5.76171147,-53.61838119,.80788625
19.20883428,-111.12338164,.47559084
20.60828771,-106.12603180,.45983040
65.72770352,-30.41971453,.24311927
32.84447820,-71.51970208,.36241657
61.78814950,-33.29713651,.25273203
.60213970,4692.86499771,2.21675565
26.13317079,-88.40461077,.40859929
71.70709985,-26.63169271,.22970678
3.05701287,315.51787180,1.06070513
60.77361854,-34.09478646,.25532505
62.86550882,-32.47647414,.25003350
20.06124320,-108.06091684,.46582795
62.61898663,-32.66192085,.25064612
5.31888631,-27.79619892,.83612511
38.09694677,-61.22140091,.33429685
72.75829444,-26.02830057,.22747412
7.99801429,-117.60428396,.70179496
58.48256534,-35.99028631,.26137956
39.71359291,-58.46419917,.32669753
23.56480007,-96.20192811,.43053049
18.74709660,-112.80140495,.48110729
20.77189339,-105.55264009,.45807508
52.00986968,-42.15819975,.28024790
13.74212148,-130.13470885,.55465189
47.58265960,-47.21708749,.29504593
49.59444819,-44.82195239,.28809948
12.62853694,-132.82259040,.57581211
60.26263860,-34.50598945,.25665093
55.37165745,-38.79302792,.27009226
35.46772529,-66.10167951,.34765979
64.58173735,-31.22246399,.24584504
64.21268724,-31.48677230,.24673470
34.92647907,-67.17229149,.35058040
.71071907,3903.19885190,2.03929722
36.62531539,-63.88936353,.34161362
7.60962730,-111.54835858,.71695254
64.81880150,-31.05418774,.24527665
61.57227112,-33.46481124,.25327949
67.84521594,-29.00460595,.23822126
38.49130732,-60.53257358,.33240231
34.12506329,-68.80171367,.35502023
57.93524854,-36.46350066,.26286941
32.05272930,-73.27387798,.36718698
30.20118026,-77.61007437,.37898451
5.80143027,-55.62202041,.80550586
15.40603952,-124.87152743,.52686785
51.02910064,-43.21336662,.28337564
59.14544938,-35.42792295,.25959818
58.43313283,-36.03269226,.26151340
40.94142419,-56.48310453,.32120770
1.90773788,939.25779528,1.29925044
6.35030110,-79.05884630,.77483745
45.21576161,-50.26326505,.30375447
55.62596103,-38.55327314,.26935686
32.38938199,-72.52092322,.36513946
16.76194148,-120.06035905,.50691822
20.41509767,-106.80631287,.46192559
44.04895545,-51.86406167,.30828362
1.09388151,2272.97315879,1.66226156
9.07796391,-128.36251732,.66461227
58.51355726,-35.96373325,.26129572
54.80606889,-39.33342000,.27174358
30.80709053,-76.15386011,.37502034
43.42781003,-52.74477252,.31076338
33.22311951,-70.70099563,.36018955
1.81604487,1028.08195964,1.32729957
68.97199683,-28.28566087,.23568368
67.09691828,-29.49490200,.23993234
17.31817144,-118.03245782,.49931470
53.84720256,-40.27273845,.27459436
57.36726262,-36.96330803,.26443428
19.27826229,-110.87208483,.47477566
61.26297575,-33.70696620,.25406787
6.69808503,-90.49797779,.75730520
72.44404331,-26.20688467,.22813798
32.73821647,-71.75178650,.36304778
5.09660841,-12.02206476,.85160519
.65857485,4254.35362563,2.11818670
43.39492316,-52.79197131,.31089604
70.96656195,-27.06725903,.23130056
1.24810172,1885.82752580,1.56585806
46.07723298,-49.12438457,.30051337
8.18427064,-120.03642767,.69489161
.27529077,9710.59920969,3.47680313
68.72471904,-28.44148787,.23623664
46.50878715,-48.56706626,.29892110
56.34615300,-37.88488204,.26729741
64.72574640,-31.12010197,.24549947
34.74325465,-67.54011286,.35158313
14.83230904,-126.79871522,.53599346
29.32595188,-79.78007627,.38489979
53.80441991,-40.31534390,.27472310
31.35370757,-74.87153800,.37153181
48.41613725,-46.20423272,.29212019
35.03845357,-66.94885658,.34997112
26.10367614,-88.48970787,.40883539
24.12658523,-94.42920619,.42548286
52.67086626,-41.46652133,.27818397
15.96279697,-122.92881387,.51841698
57.51100552,-36.83596809,.26403642
1.46531424,1477.34699416,1.45794243
52.47530754,-41.66956051,.27879100
36.18751736,-64.71390541,.34386899
60.29163544,-34.48248161,.25657532
58.98772111,-35.56067906,.26001980
47.26030280,-47.61690792,.29619643
44.76470457,-50.87397568,.30548586
26.96123351,-86.05694620,.40210676
63.34422271,-32.12024069,.24885190
57.04347899,-37.25228391,.26533511
19.83294180,-108.87590035,.46839144
22.85162521,-98.50610997,.43716063
28.54434768,-81.78651436,.39038143
20.45560977,-106.66337564,.46148418
11.72082058,-134.13306896,.59497320
26.22688424,-88.13490899,.40785138
46.86578956,-48.11251411,.29761925
65.09426610,-30.86011563,.24461917
52.44566870,-41.70044942,.27888326
49.52369891,-44.90335714,.28833721
27.34196417,-85.00410676,.39920697
25.66298926,-89.77336701,.41240415
2.33850541,622.86529772,1.19002143
16.80926688,-119.88852443,.50625903
11.42055919,-134.32071444,.60175348
20.72268494,-105.72483516,.45860122
27.19254665,-85.41531582,.40033875
9.06434455,-128.27044934,.66504190
67.85629660,-28.99742386,.23819608
56.62954624,-37.62608984,.26649623
73.04196577,-25.86838972,.22687744
11.14087157,-134.35848829,.60828899
34.22172475,-68.60232825,.35447723
23.74802876,-95.61962273,.42886769
57.01517806,-37.27768429,.26541416
9.67313861,-131.55959130,.64667225
61.94465443,-33.17626100,.25233657
38.45216897,-60.60045786,.33258913
5.44407477,-35.79562418,.82780884
36.77536048,-63.61009807,.34084916
2.18236202,721.50617187,1.22594533
24.99255789,-91.77038015,.41798577
60.65538323,-34.18936220,.25563064
23.37137477,-96.82095251,.43230356
57.26830993,-37.05130735,.26470891
74.13931562,-25.26112734,.22459185
55.80091767,-38.38946892,.26885343
44.79469951,-50.83305023,.30536997
45.93701382,-49.30734190,.30103517
18.65093795,-113.15213708,.48227742
23.77297115,-95.54066340,.42864258
30.83734064,-76.08212471,.37482514
4.84982207,8.18735380,.86996667
28.09997109,-82.95690505,.39358603
25.17706890,-91.21544277,.41643084
48.97910353,-45.53672017,.29018275
73.64950323,-25.52998323,.22560766
54.27524366,-39.84976411,.27331365
58.68350471,-35.81858450,.26083694
38.28515655,-60.89131696,.33338930
19.75510392,-109.15469611,.46927384
23.84758694,-95.30489624,.42797094
44.91878666,-50.66422134,.30489170
10.90675396,-134.27523009,.61393292
52.66257495,-41.47510283,.27820965
33.09942033,-70.96704718,.36091332
10.13487530,-133.09631407,.63377805
40.74773831,-56.78941863,.32205836
1.67201263,1188.72624376,1.37591506
16.81721001,-119.85966779,.50614862
10.56699398,-133.94245836,.62242352
10.28152377,-133.44175630,.62985130
40.78615768,-56.72847717,.32188918
7.89152233,-116.08286311,.70584529
35.88366727,-65.29480059,.34545649
35.67105437,-65.70554245,.34657833
40.25870158,-57.57306427,.32423148
9.81234468,-132.09998808,.64269665
20.06978481,-108.03050692,.46573275
46.72113441,-48.29599504,.29814510
71.53284193,-26.73339464,.23008024
31.33219625,-74.92144855,.37166757
28.57336828,-81.71083493,.39017441
41.63893911,-55.39860766,.31819016
69.88858004,-27.71737151,.23365268
14.13633751,-128.98978529,.54769089
24.49950635,-93.27322852,.42221328
60.32339509,-34.45675798,.25649256
59.10982208,-35.45785256,.25969329
41.42367540,-55.73022470,.31911386
70.71848838,-27.21515926,.23183843
36.32225799,-64.45858498,.34317088
48.27024732,-46.37937720,.29262730
1.54251069,1360.19370589,1.42535312
33.04056485,-71.09411329,.36125897
40.12349876,-57.79233953,.32483878
69.74468120,-27.80563183,.23396961
57.67711793,-36.68953247,.26357819
62.08616512,-33.06745718,.25198001
19.77245178,-109.09252058,.46907680
16.54849594,-120.83314530,.50992068
32.72285053,-71.78543193,.36313929
24.89528973,-92.06455980,.41881136
33.84871658,-69.37613715,.35658420
4.32586918,63.04008618,.91378428
14.97149399,-126.33968545,.53373864
25.38693600,-90.58917386,.41467971
22.95188691,-98.17857947,.43621297
25.89345425,-89.09919732,.41052814
46.24100934,-48.91185943,.29990668
72.42774647,-26.21618737,.22817249
52.79074931,-41.34270832,.27781333
31.46292413,-74.61882629,.37084449
64.72757470,-31.11880519,.24549509
64.51812658,-31.26781669,.24599797
10.86976148,-134.25167290,.61483977
70.95301762,-27.07530809,.23132987
15.21910447,-125.50912149,.52979285
26.74375949,-86.66580362,.40378687
46.05108829,-49.15842779,.30061049
70.56418154,-27.30766717,.23217402
49.85194878,-44.52734887,.28723810
28.72774831,-81.30978838,.38907772
64.34269630,-31.39333398,.24642062
27.48090152,-84.62402011,.39816172
43.45206254,-52.71000266,.31066563
23.83200021,-95.35409166,.42811102
11.99434356,-133.84562028,.58899651
40.05455078,-57.90460354,.32514957
24.38633120,-93.62229188,.42319886
40.68957947,-56.88184256,.32231489
44.23720838,-51.60111794,.30754167
34.26752881,-68.50812384,.35422066
31.28301893,-75.03571882,.37197838
41.32980568,-55.87568651,.31951875
4.71508871,20.59745688,.88056578
35.79751348,-65.46081240,.34590998
46.68191880,-48.34590026,.29828804
43.85351912,-52.13898238,.30905857
30.69935991,-76.41007439,.37571758
54.71607796,-39.42032511,.27200836
56.04679187,-38.16082726,.26814934
.45447127,6254.00854253,2.57514746
71.14651810,-26.96059929,.23091163
49.42298762,-45.01958172,.28867642
48.19437849,-46.47081565,.29289185
39.60110976,-58.65044390,.32721227
53.90162866,-40.21862472,.27443078
15.17269751,-125.66605598,.53052609
9.02095883,-127.97091636,.66641660
72.59635434,-26.12013926,.22781585
12.51628092,-133.03575565,.57808100
9.80621118,-132.07765135,.64287017
24.67973432,-92.72051575,.42065558
62.32984612,-32.88118208,.25136829
2.31982098,633.87749706,1.19413405
22.22377172,-100.58344985,.44321580
21.35264928,-103.53842788,.45198044
61.79615148,-33.29094235,.25271178
11.60995140,-134.21886112,.59744928
17.10086582,-118.82658333,.50224821
26.49597566,-87.36619209,.40572266
33.77010752,-69.54073588,.35703225
69.19768081,-28.14438179,.23518088
36.77176370,-63.61677276,.34086744
53.30269184,-40.81952373,.27624297
18.12603388,-115.07209779,.48880025
52.17051535,-41.98868064,.27974310
51.81842926,-42.36141783,.28085219
68.16336191,-28.79928979,.23750010
53.73080891,-40.38879119,.27494492
.01228926,30531.05743491,15.92480754
54.15361012,-39.96935184,.27367623
6.62106697,-88.15806726,.76107364
30.35510058,-77.23663233,.37796758
23.25183465,-97.20572738,.43340859
62.20116222,-32.97938046,.25169098
47.95397123,-46.76217936,.29373391
18.42598163,-113.97400466,.48504449
21.87049205,-101.77187528,.44671771
62.80088951,-32.52495179,.25019381
67.54888609,-29.19751721,.23889634
7.81393346,-114.91054365,.70884552
50.51042886,-43.78579044,.28506253
14.02018956,-129.33538137,.54971541
69.20443919,-28.14016476,.23516586
53.31582918,-40.80621493,.27620293
27.24130970,-85.28083598,.39996851
60.95065054,-33.95381763,.25486884
16.51507712,-120.95377447,.51039519
31.04056099,-75.60255870,.37352033
63.44356007,-32.04695368,.24860802
49.83013337,-44.55220599,.28731084
46.94167672,-48.01663785,.29734428
36.58554516,-63.96366713,.34181696
58.26484872,-36.17755027,.26197011
52.68943678,-41.44730953,.27812649
9.68114483,-131.59260490,.64644145
11.46866795,-134.30039119,.60065108
46.71516066,-48.30359263,.29816686
67.04754672,-29.52762054,.24004599
16.20092431,-122.08195187,.51491585
3.63764969,171.24136484,.98440712
30.63184613,-76.57123300,.37615619
4.54123676,38.25116699,.89490019
13.82098573,-129.91224630,.55323875
74.69936962,-24.95797861,.22343888
47.25573000,-47.62261262,.29621283
51.14831060,-43.08322954,.28299119
70.12348379,-27.57404901,.23313681
58.86207156,-35.66690380,.26035666
18.74733038,-112.80055272,.48110445
14.83552643,-126.78817288,.53594103
61.85134217,-33.24826121,.25257221
32.55675995,-72.15048157,.36413207
35.03664244,-66.95246239,.34998095
9.02363904,-127.98969815,.66633141
26.71137623,-86.75693384,.40403855
65.42158654,-30.63153032,.24384205
51.67649157,-42.51293871,.28130215
17.41496512,-117.67820378,.49802286
65.06165207,-30.88301158,.24469684
1.52926950,1379.42542796,1.43076380
43.21382224,-53.05292431,.31162914
30.37346399,-77.19223994,.37784671
39.60431436,-58.64512657,.32719757
68.87780067,-28.34489292,.23589406
18.65862634,-113.12408034,.48218358
28.02844134,-83.14733862,.39410802
69.67430637,-27.84892500,.23412487
17.34407739,-117.93767174,.49896807
51.71731693,-42.46928239,.28117256
61.31518379,-33.66593135,.25393446
29.86651409,-78.43042317,.38121941
44.50023570,-51.23677682,.30651234
17.62523514,-116.90789620,.49524727
33.29286005,-70.55159837,.35978310
49.03101556,-45.47582720,.29000563
67.07465484,-29.50965027,.23998358
17.98100804,-115.60361438,.49064412
61.20240359,-33.75465692,.25422283
12.29361977,-133.41962702,.58266218
11.30888607,-134.35264503,.60433676
3.36247035,231.69910285,1.01822267
20.17434524,-107.65874236,.46457139
11.04382667,-134.33741276,.61060877
7.61142996,-111.57985540,.71687965
56.89867116,-37.38249226,.26574009
24.02026677,-94.76181302,.42642670
4.44505764,48.89467546,.90317191
22.42369754,-99.91708874,.44126469
7.04231877,-99.77674672,.74119119
66.26151558,-30.05481382,.24186797
2.92389871,358.97336484,1.08116430
15.57590409,-124.28521385,.52424890
60.21185492,-34.54721054,.25678344
31.85790035,-73.71448881,.36838513
39.83787805,-58.25935835,.32613114
50.72543300,-43.54727138,.28436045
41.66024265,-55.36593675,.31809911
48.94008588,-45.58256069,.29031605
48.39844644,-46.22542314,.29218157
32.73608840,-71.75644486,.36306045
36.35177431,-64.40283955,.34301842
19.97850195,-108.35580212,.46675280
49.13889947,-45.34963123,.28963834
13.88191019,-129.73803800,.55215421
71.97181759,-26.47811724,.22914130
73.77134988,-25.46277342,.22535431
65.89716589,-30.30326292,.24272080
73.67636386,-25.51514827,.22555177
61.63771768,-33.41386237,.25311328
45.07875679,-50.44769955,.30427782
11.23712701,-134.36151607,.60601498
14.96549854,-126.35958044,.53383521
10.57504438,-133.95350345,.62221805
37.03116886,-63.13784591,.33955573
61.86854695,-33.23497065,.25252873
66.88100918,-29.63832666,.24043001
14.66485508,-127.34265907,.53874247
46.34099778,-48.78272451,.29953774
20.14375436,-107.76741330,.46491039
49.22149269,-45.25333895,.28935790
67.86553363,-28.99143847,.23817509
74.56549705,-25.03003278,.22371366
38.94849217,-59.74729827,.33023939
25.09366028,-91.46580075,.41713195
13.78868781,-130.00377481,.55381621
27.14372458,-85.55023078,.40071030
35.34000753,-66.35218655,.34834345
32.31877790,-72.67796090,.36556650
20.01663910,-108.21981412,.46632593
58.68907774,-35.81383775,.26082192
53.43041439,-40.69038010,.27585428
36.52789132,-64.07159442,.34211229
51.62527309,-42.56779425,.28146492
74.50369022,-25.06338537,.22384070
14.63538209,-127.43739581,.53923048
48.73446313,-45.82517550,.29102092
44.05347104,-51.85773306,.30826578
36.59703730,-63.94218390,.34175817
6.21990754,-74.14483116,.78176990
58.03093170,-36.38018285,.26260769
73.10070279,-25.83543091,.22675420
65.21932940,-30.77251959,.24432172
10.50560137,-133.85286907,.62399754
56.23131860,-37.99042003,.26762353
12.60400112,-132.87025301,.57630574
63.90659145,-31.70818572,.24747710
6.63698529,-88.65021445,.76028964
28.26769023,-82.51261188,.39236884
59.36022772,-35.24819452,.25902630
73.61560399,-25.54872079,.22567822
1.76301757,1083.98555650,1.34450405
32.75420833,-71.71679339,.36295261
30.51707119,-76.84625663,.37690479
21.55704557,-102.83774026,.44988439
32.31806738,-72.67954359,.36557080
53.87319668,-40.24688139,.27451620
70.48504209,-27.35526471,.23234644
51.75342394,-42.43072182,.28105806
8.87867235,-126.91972587,.67099083
25.03214038,-91.65098935,.41765097
38.52352670,-60.47676859,.33224872
61.70288295,-33.36323282,.25294799
52.87137195,-41.25972139,.27756469
60.45614229,-34.34951128,.25614723
39.14044625,-59.42177043,.32934174
53.48558305,-40.63476675,.27568677
32.35111977,-72.60596872,.36537073
7.18267437,-103.06146332,.73494079
4.46212759,46.95711570,.90168527
60.98016165,-33.93039230,.25479295
63.74592198,-31.82520991,.24786844
43.46728563,-52.68819396,.31060431
49.73092491,-44.66548387,.28764219
1.81656765,1027.54817526,1.32713371
63.13125150,-32.27809446,.24937627
1.58808716,1296.52947882,1.40725770
38.99399261,-59.66991415,.33002606
8.33281631,-121.78237170,.68954350
65.47032210,-30.59768176,.24372672
29.43375822,-79.50845803,.38415872
31.73943031,-73.98417102,.36911850
20.19017379,-107.60254422,.46439624
68.46527951,-28.60614764,.23681915
73.14575470,-25.81018640,.22665974
71.40334354,-26.80928774,.23035839
39.13826738,-59.42545177,.32935190
5.64687097,-47.55595082,.81490333
50.00516530,-44.35329636,.28672843
25.65995748,-89.78227762,.41242897
20.05552384,-108.08128231,.46589173
8.91544791,-127.20177437,.66979876
27.68224725,-84.07708457,.39665900
21.97656702,-101.41358998,.44565886
68.79969862,-28.39412363,.23606874
18.80513893,-112.58989014,.48040460
10.15524453,-133.14810676,.63322797
41.27578331,-55.95963688,.31975235
23.21555802,-97.32282686,.43374534
61.14121116,-33.80292542,.25437955
64.10081909,-31.56745981,.24700555
26.53573177,-87.25333657,.40541051
8.02472062,-117.97049580,.70079120
67.12779805,-29.47446144,.23986131
51.02648703,-43.21622573,.28338408
8.33470940,-121.80357408,.68947621
56.25256775,-37.97086171,.26756312
43.61441989,-52.47804396,.31001322
24.05406312,-94.65593830,.42612610
12.33849785,-133.34661186,.58173001
48.75336165,-45.80280418,.29095597
26.72482480,-86.71907325,.40393398
43.61299139,-52.48007875,.31001895
42.35735297,-54.31128997,.31515503
29.03001042,-80.53205206,.38695261
69.69209200,-27.83797563,.23408562
74.84468746,-24.88005261,.22314118
2.32751548,629.31809801,1.19243461
41.98014286,-54.87850644,.31673962
26.67025720,-86.87282261,.40435869
2.81275557,399.13900580,1.09929457
22.99181481,-98.04847037,.43583702
59.38347574,-35.22881227,.25896455
1.62326842,1249.92148115,1.39382053
9.89125518,-132.37565013,.64047756
27.70900216,-84.00475179,.39646038
8.84391864,-126.64635760,.67212375
15.05003089,-126.07809974,.53247814
8.94769302,-127.44306683,.66875921
2.73040654,431.46087150,1.11340301
30.68724617,-76.43895686,.37579619
24.23138771,-94.10266220,.42455759
48.63948869,-45.93782692,.29134786
11.90982321,-133.94544414,.59082372
12.27490008,-133.44940913,.58305235
14.18526526,-128.84228560,.54684448
35.38504539,-66.26370011,.34810198
20.91324376,-105.05931095,.45657233
41.39260929,-55.77830751,.31924771
30.85776717,-76.03373650,.37469347
