t_lab,observable,error
27.21047934,345.25860917,.16885488
7.69357109,1182.40879626,.38404047
30.34770471,304.62050489,.16379547
7.86457998,1161.41537356,.37552515
71.24375271,109.11314147,.08488161
15.22881510,639.95057076,.20484145
41.28453948,211.33818686,.14230782
52.55395771,157.45322203,.11782383
57.77661589,140.27274912,.10727289
52.22176686,158.67819199,.11852209
11.89468147,810.38590378,.24781182
33.55565117,270.83818786,.15808440
23.53709518,406.04189558,.17461498
4.87312253,1671.71433384,.58826387
35.01812741,257.50299923,.15529158
57.85722266,140.03519999,.10711716
59.40187785,135.62628300,.10417954
43.24222327,199.78334486,.13804211
60.49185689,132.67143973,.10216153
42.10200358,206.37404447,.14053314
30.91269416,298.16353964,.16283215
37.40358634,238.03566388,.15051535
35.39703192,254.23090322,.15455024
11.20649530,855.82412581,.26200428
17.25027108,564.64286778,.19186505
9.46237651,994.16885864,.31031306
70.50436432,110.46151069,.08591463
26.44195634,356.63991754,.17004199
30.17642153,306.62526351,.16408400
48.51914057,173.60644690,.12646540
54.89473673,149.29340871,.11298898
66.71201976,117.94618555,.09157234
7.71816564,1179.34626966,.38279490
65.86549800,119.75812719,.09291818
60.59927285,132.38691927,.10196518
1.29541843,3721.40959719,1.23738293
68.43678810,114.41896716,.08892412
47.07999911,180.11287726,.12961061
12.73377712,760.49887153,.23343400
7.53123354,1203.00006630,.39244281
72.66871417,106.60775033,.08295395
25.16055895,377.09661384,.17201818
29.20558307,318.42606279,.16568978
46.75306780,181.65222498,.13032775
35.89881519,250.00637059,.15355792
27.78627671,337.13010838,.16795665
19.92173923,486.14154145,.18207618
6.95174825,1282.29127428,.42516938
59.39770489,135.63783744,.10418735
7.73521144,1177.23235280,.38193580
50.10332823,166.91905529,.12303493
20.51192514,471.29849964,.18056600
17.38639702,560.12563454,.19120537
35.02158590,257.47280584,.15528485
49.26559088,170.39615162,.12484405
46.28435070,183.90061978,.13135707
13.74791281,707.04597591,.21961234
59.02297906,136.68312373,.10489181
59.24407896,136.06452182,.10447551
5.95902671,1443.68083248,.49279727
67.93502547,115.42304913,.08968155
32.49878989,281.23064665,.16003058
46.84776381,181.20393559,.13011996
3.28357908,2176.52145405,.78827858
11.90778826,809.56230691,.24756379
70.96612851,109.61545112,.08526684
69.93255467,111.52788375,.08672905
62.30035199,128.03317175,.09891755
14.79013832,658.62797176,.20865207
3.02797691,2289.82262802,.82993149
61.61843651,129.74477226,.10012519
8.28597702,1112.52013505,.35592609
31.49285168,291.77254821,.16182414
51.22501084,162.46085478,.12063326
10.22342567,929.17956882,.28678551
65.44862378,120.67090960,.09359210
53.40809702,154.38210324,.11604166
24.67566376,385.36476105,.17277609
51.78718429,160.30738069,.11943969
68.91639934,113.47554885,.08821005
60.54545457,132.52932487,.10206350
5.77007307,1478.88858212,.50760770
11.66043277,825.36060327,.25238047
4.22295063,1845.96791976,.65960947
71.39053851,108.84946513,.08467921
71.82818429,108.07103004,.08408100
72.77273872,106.42949959,.08281645
18.48879778,525.72626920,.18658922
33.80808418,268.45288082,.15761041
30.74460751,300.05994114,.16312062
24.34292220,391.21884998,.17330310
70.68174977,110.13492241,.08566474
4.64021847,1730.18889899,.61241742
56.72884534,143.43122196,.10931829
42.24194107,205.54472668,.14022829
69.85361150,111.67675722,.08684256
10.32797420,920.84892378,.28386832
45.08893382,189.86559516,.13398571
74.46943231,103.60726580,.08063470
25.49764386,371.52505253,.17149611
54.58411485,150.33072032,.11362136
19.51819811,496.75857800,.18321239
6.16038968,1407.89646372,.47774731
65.24354258,121.12503008,.09392634
22.89813521,418.49001425,.17570707
48.92627065,171.84207599,.12558008
51.88909008,159.92260487,.11922412
28.95005102,321.66131860,.16610448
44.72935828,191.72752527,.13477657
48.94684880,171.75375654,.12553540
69.41946374,112.50276716,.08747145
8.10291430,1133.28499241,.36420619
18.96943250,511.84940731,.18491797
25.27781057,375.14256047,.17183623
33.76989943,268.81138334,.15768233
5.95843523,1443.78851835,.49284257
7.28781013,1235.15897166,.40565224
40.99384634,213.15410807,.14293604
64.78822741,122.14543227,.09467474
57.54633521,140.95560714,.10771907
50.81939058,164.04771966,.12149878
24.74205330,384.21457151,.17267170
37.80092307,235.03899333,.14969670
73.92098214,104.50231549,.08132748
74.78612810,103.09770859,.08024001
49.49401880,169.43510673,.12434958
52.77873020,156.63418449,.11735296
8.85582364,1052.14876741,.33228253
47.09902234,180.02402599,.12956891
47.21915070,179.46475451,.12930562
5.49297477,1533.63353114,.53061299
56.36981061,144.54452768,.11002802
20.65871245,467.72699051,.18021487
72.24754504,107.33580913,.08351510
22.16663974,433.56069865,.17703951
55.84943235,146.18720918,.11106445
19.65172555,493.20182633,.18282618
53.87157771,152.76151994,.11508299
61.80332601,129.27633573,.09979589
10.53648452,904.62979893,.27826024
25.23459389,375.86077687,.17190325
22.94619473,417.53120376,.17562289
57.10312805,142.28768568,.10858317
32.89214581,277.28410808,.15931354
17.13412504,568.54709629,.19244565
30.05963480,308.00511189,.16427981
74.16037224,104.10965678,.08102364
61.45531937,130.16078158,.10041687
5.52797968,1526.50138568,.52761875
14.41160181,675.52404246,.21230137
15.82043318,616.18104516,.20033412
30.28407227,305.36266560,.16390285
74.57474468,103.43723453,.08050302
2.09953478,2847.26535258,1.01432353
5.81176968,1470.97745639,.50428024
49.54150825,169.23654003,.12424688
41.24186703,211.60305834,.14240014
9.68224955,974.56617989,.30308193
64.16929305,123.56000769,.09570610
67.62742921,116.04739764,.09015114
14.89046334,654.27326589,.20774254
5.99422323,1437.30058191,.49011328
49.69723841,168.58833760,.12391039
54.24789135,151.46872598,.11430918
30.78908408,299.55614559,.16304445
24.19591407,393.85366519,.17353827
8.66880145,1071.28711825,.33970198
62.24770925,128.16374223,.09901010
71.96724658,107.82607725,.08389255
11.10200545,863.12180287,.26437197
4.86649179,1673.32441124,.58893139
54.66513550,150.05886456,.11345613
52.35531872,158.18361482,.11824104
67.52103636,116.26493210,.09031449
53.36611647,154.53046067,.11612879
1.08694332,4089.36558031,1.31159065
59.22642798,136.11371019,.10450867
73.53431658,105.14311994,.08182303
58.87098581,137.11149403,.10517907
37.47853093,237.46539974,.15036140
5.83650416,1466.32312262,.50232243
56.64864168,143.67851928,.10947645
3.91701954,1941.47816901,.69778862
47.93733309,176.18517749,.12773427
66.41359897,118.57867780,.09204332
4.85449641,1676.24500153,.59014191
