t_lab,observable,error
50.39817116,165.72577168,.12240119
30.14019137,307.05219768,.16414483
40.37418813,217.11737688,.14426936
53.95454271,152.47474699,.11491204
63.48026294,125.17312518,.09687316
63.26945410,125.67492990,.09723419
54.26185834,151.42113410,.11428054
65.37110512,120.84216590,.09371823
34.96341562,257.98145471,.15539804
14.27965450,681.59262177,.21365843
44.91754474,190.74905000,.13436269
61.43203116,130.22038564,.10045860
8.40447450,1099.44922058,.35075005
21.80723439,441.30846583,.17773602
27.67025542,338.74160997,.16813845
12.06045904,800.07728715,.24473221
62.54920563,127.41942058,.09848158
66.97933403,117.38531297,.09115365
36.08353662,248.48152078,.15318968
5.44762443,1542.97077525,.53453128
9.13718073,1024.50815839,.32170768
39.36874071,223.82805307,.14641320
59.44637390,135.50319539,.10409625
72.56473923,106.78653563,.08309182
32.98144230,276.40137704,.15914954
68.24808685,114.79450743,.08920772
21.27058142,453.32633507,.17884050
17.03761530,571.82689808,.19294092
32.10616024,285.26666232,.16073753
44.94897152,190.58650949,.13429357
70.58353014,110.31551229,.08580294
5.12163468,1613.51319552,.56405225
61.41559766,130.26247745,.10048807
65.05537973,121.54467127,.09423456
7.37694128,1223.19927619,.40072830
5.98344959,1439.24780249,.49093241
58.46240434,138.27578433,.10595559
69.68077168,112.00412062,.08709199
3.55036336,2070.50643829,.74811507
11.20967818,855.60356100,.26193309
20.30842315,476.32780450,.18106819
57.16586558,142.09768449,.10846043
18.50571996,525.22673690,.18652726
73.33062292,105.48400012,.08208646
28.54950410,326.84657537,.16674837
47.32985923,178.95208921,.12906308
29.48936927,314.89753230,.16522546
30.65653719,301.06180747,.16327113
9.02281122,1035.58218521,.32592346
62.47642866,127.59831867,.09860881
27.40712958,342.44533616,.16854918
36.04062347,248.83433206,.15327537
10.86471324,880.11459303,.26997327
9.15512402,1022.79034686,.32105633
63.04643728,126.21009097,.09761813
8.04365483,1140.16080448,.36696251
12.46796125,775.70119987,.23767214
24.35515003,391.00104417,.17328361
48.37046708,174.25891572,.12678925
.57716310,5716.92283511,1.56177395
60.72879024,132.04541405,.10172904
50.67629702,164.61429162,.12180494
32.95721537,276.64039394,.15919408
11.57438562,830.98548060,.25412484
4.91422657,1661.80187515,.58415139
14.65183558,664.71469486,.20994472
32.74218985,278.77737785,.15958792
39.88676294,220.32620001,.14531192
57.43139604,141.29879512,.10794249
17.01698624,572.53220505,.19304833
31.51144956,291.57154915,.16179150
37.26576776,239.09054533,.15079790
44.95305800,190.56539212,.13428458
26.58649665,354.45102185,.16981939
31.76706222,288.83275945,.16134098
29.25585373,317.79611361,.16560783
31.36162358,293.19756407,.16205383
46.95206380,180.71246706,.12989116
68.98852686,113.33502948,.08810350
13.74922880,706.98093075,.21959659
44.47353690,193.07201853,.13533908
59.14341603,136.34549709,.10466481
40.25621304,217.88652783,.14452223
64.35150208,123.14023127,.09540080
9.03598500,1034.29550336,.32543216
15.59797797,624.93576852,.20194960
50.42994488,165.59810331,.12233300
71.39293985,108.84516240,.08467591
43.92265818,196.02459297,.13654952
11.16428881,858.75855001,.26295355
7.64340733,1188.70126354,.38660312
24.27675892,392.40096233,.17340875
3.30727178,2166.63412313,.78458040
69.30886394,112.71518243,.08763292
54.10131938,151.96984195,.11461008
34.72686268,260.06780274,.15585662
56.77386158,143.29277085,.10922962
35.38506289,254.33316876,.15457376
46.67392245,182.02842193,.13050147
56.75433548,143.35279408,.10926807
57.48415996,141.14105564,.10783987
20.88168007,462.38980270,.17969812
68.94167444,113.42626760,.08817269
6.58368714,1337.94852890,.44839426
24.83671583,382.58463431,.17252322
70.10052760,111.21245677,.08648840
63.41661792,125.32421094,.09698196
66.77997105,117.80310492,.09146562
9.55278677,986.02252380,.30729487
57.40996839,141.36294888,.10798420
10.73005318,890.02643975,.27329536
37.74838505,235.43147610,.14980528
66.67903063,118.01577379,.09162421
59.69226329,134.82683325,.10363739
13.89987838,699.60362817,.21782816
48.44284953,173.94070689,.12663155
25.33029883,374.27339674,.17175492
68.28403334,114.72277770,.08915358
38.87498939,227.25692689,.14745576
9.41696660,998.30672263,.31185305
57.16017193,142.11490804,.10847156
46.20475650,184.28736706,.13153197
57.67871153,140.56230176,.10746235
58.93533276,136.92983003,.10505735
18.68084696,520.10468189,.18589976
22.99175846,416.62563991,.17554342
10.62166653,898.15082779,.27604737
.95011175,4393.52423650,1.36633399
55.71870711,146.60537788,.11132623
35.97568520,249.36986669,.15340487
40.52574888,216.13618771,.14394402
60.59418480,132.40036988,.10197447
64.97928411,121.71519690,.09435963
43.24482740,199.76871754,.13803640
50.16138084,166.68287297,.12291002
29.52782819,314.42446803,.16516222
16.81032554,579.68181996,.19415532
4.76727529,1697.79114717,.59905849
46.46528884,183.02681267,.13095958
66.67121263,118.03227732,.09163652
6.50673098,1350.16791037,.45351192
45.13478578,189.63047415,.13388485
19.94047447,485.65808864,.18202561
27.26337792,344.49798632,.16877275
71.08543104,109.39901490,.08510091
7.62407925,1191.14239808,.38759850
50.29521912,166.14067059,.12262229
19.72352722,491.30727633,.18262279
55.62325614,146.91212586,.11151773
46.30605550,183.79540765,.13130938
36.86374421,242.21429915,.15161780
16.86378108,577.81772193,.19386350
73.67393397,104.91079406,.08164341
16.37438303,595.28118505,.19668711
6.52101763,1347.88343112,.45255473
64.31675113,123.22007458,.09545892
58.20973338,139.00523766,.10643892
42.54306414,203.77987957,.13957141
1.46954220,3475.00221190,1.18181763
9.87882855,957.62490328,.29692284
63.33140411,125.52705784,.09712790
19.06796858,509.08211944,.18459678
17.32405067,562.18677149,.19150477
40.24071517,217.98792095,.14455542
12.12317948,796.23761562,.24359915
52.72811036,156.81795066,.11745889
1.85352450,3055.94541910,1.07449219
57.44494789,141.25824964,.10791613
58.96164185,136.85568629,.10500763
7.88900797,1158.47290681,.37433609
51.68967301,160.67715467,.11964620
38.27574940,231.54258575,.14871085
18.99899411,511.01648943,.18482089
50.74852754,164.32785345,.12165034
67.33156331,116.65436740,.09060660
30.93498116,297.91362661,.16279379
40.68688664,215.10145543,.14359757
74.89922774,102.91700662,.08010000
53.54947253,153.88441833,.11574859
74.32973219,103.83372415,.08081004
52.52442863,157.56140737,.11788579
8.71389340,1066.61473181,.33788368
61.47003548,130.12314420,.10039051
4.59901917,1740.96247188,.61684611
29.33556512,316.80158003,.16547761
41.12524707,212.32989877,.14265227
31.49254540,291.77586043,.16182467
2.70874576,2451.28854420,.88690585
15.71045604,620.48236008,.20112132
41.52379364,209.86380263,.14178958
69.30301911,112.72643052,.08764147
19.72596739,491.24310972,.18261593
14.96085108,651.24791130,.20711819
10.90901396,876.89690877,.26890339
1.27654551,3751.02587090,1.24372456
38.03398299,233.31150437,.14921381
41.00639979,213.07512523,.14290895
71.97777228,107.80758327,.08387832
.39804001,6933.29094338,1.72314956
73.20133140,105.70156532,.08225453
63.17068902,125.91138320,.09740396
48.45846101,173.87221272,.12659754
24.57497497,387.12040742,.17293487
52.83241379,156.43972872,.11724070
56.62662368,143.74654917,.10951991
53.78593500,153.05859800,.11525968
33.68008686,269.65784267,.15785118
60.04157423,133.87702674,.10298956
28.21807684,331.24563837,.16727586
4.87670856,1670.84485755,.58790334
19.99956033,484.13879577,.18186731
40.73230543,214.81136394,.14349981
24.72705280,384.47394154,.17269526
2.73854498,2435.13138240,.88133386
27.72996210,337.91066828,.16804494
15.79041212,617.35004480,.20054682
23.27980778,410.97744153,.17504808
29.45097649,315.37099373,.16528852
18.82448223,515.96746561,.18540324
69.47336250,112.39954477,.08739295
4.03498679,1903.46268098,.68268099
15.95958620,610.81239345,.19936917
15.57362374,625.90736540,.20213209
35.22671145,255.69283978,.15488434
39.25161900,224.63324134,.14666115
66.44311617,118.51581595,.09199656
51.79150446,160.29103419,.11943055
20.75306441,465.45567939,.17999382
54.41152613,150.91288501,.11397400
50.81329678,164.07177529,.12151181
21.01019702,459.36063226,.17940883
44.35306639,193.71096066,.13560390
33.50633209,271.30845997,.15817660
17.50246461,556.32308346,.19065998
5.73292410,1486.00655364,.51060114
40.30933046,217.53963608,.14440841
25.88576279,365.28142336,.17089779
62.03345960,128.69782646,.09938794
73.13958362,105.80580112,.08233504
1.90093903,3012.78941571,1.06243269
65.37095308,120.84250226,.09371848
52.12824478,159.02622185,.11871917
10.62614088,897.81281085,.27593236
61.42403005,130.24087593,.10047295
39.00296914,226.35944671,.14718623
70.93143194,109.67856187,.08531521
58.10436692,139.31158861,.10664117
1.31295316,3694.45476015,1.23155074
18.12096321,536.79008608,.18799773
57.04271762,142.47109228,.10870149
1.82401155,3083.60420189,1.08211804
47.11710620,179.93963493,.12952927
49.61522275,168.92915297,.12408756
47.58901427,177.76221681,.12849576
36.59209213,244.36518568,.15216806
4.44367916,1782.83087625,.63398742
56.26216863,144.88147523,.11024166
13.50146850,719.41490152,.22265527
12.14881457,794.67766351,.24314102
20.40189532,474.00639598,.18083523
22.69946594,422.49370980,.17605909
7.83827756,1164.59915212,.37681300
51.65431202,160.81163374,.11972114
23.87475438,399.71612275,.17405800
57.55426132,140.93199923,.10770368
6.48243732,1354.06948436,.45514707
63.93115125,124.11290000,.09610721
44.10169502,195.05628485,.13615628
45.76910864,186.43012172,.13248968
12.89558098,751.50066046,.23098752
73.27811915,105.57223833,.08215463
71.82420049,108.07806427,.08408641
74.12417346,104.16883354,.08106944
15.64591521,623.03098683,.20159368
30.95002105,297.74518025,.16276788
38.55942459,229.49647441,.14811816
65.48727437,120.58570113,.09352931
9.19628031,1018.86998095,.31957253
47.04975843,180.25428337,.12967692
20.69013916,466.96835997,.18014085
61.03045301,131.25654328,.10118165
39.15483859,225.30239425,.14686575
4.20467604,1851.40064603,.66180053
5.77007302,1478.88859096,.50760771
53.95813237,152.46236167,.11490464
28.10900163,332.71549750,.16744849
54.82048026,149.54017214,.11313989
64.02831331,123.88673387,.09594327
35.68259772,251.81179159,.15398695
40.51150641,216.22806245,.14397462
11.69476065,823.13547781,.25169463
6.00238228,1435.82929090,.48949438
.57797612,5712.70419514,1.56121328
8.30969044,1109.88157941,.35487891
8.22856139,1118.95680326,.35848545
28.09394215,332.91930606,.16747229
72.86271009,106.27582742,.08269788
17.11135645,569.31793135,.19256143
38.88614654,227.17843980,.14743229
30.13279331,307.13950059,.16415724
25.85565142,365.75941431,.17094415
40.01735373,219.45842454,.14503317
73.45487772,105.27578710,.08192557
72.47317714,106.94449216,.08321359
46.66065481,182.09162257,.13053060
20.53696820,470.68587471,.18050545
6.05411683,1426.56717533,.48559848
5.21051136,1593.66010383,.55576080
29.45776567,315.28718111,.16527737
69.49597001,112.35630600,.08736006
32.57883904,280.41975586,.15988537
40.85517247,214.03002239,.14323514
71.17631826,109.23471671,.08497489
60.04298432,133.87321855,.10298696
49.84631632,167.97202863,.12358866
74.68030742,103.26738567,.08037146
24.55598422,387.45306418,.17296488
66.64124694,118.09557656,.09168369
68.78021067,113.74183626,.08841183
54.43962158,150.81783008,.11391654
67.48565072,116.33746421,.09036893
4.52104854,1761.72629948,.62536118
8.01330213,1143.71253606,.36838899
69.54712481,112.25859276,.08728571
72.85388818,106.29087499,.08270949
31.24685311,294.45363425,.16225391
63.85208597,124.29754061,.09624091
50.81158246,164.07854381,.12151547
9.21415269,1017.17605142,.31893258
44.57155737,192.55489385,.13512357
10.43449320,912.49852513,.28096898
58.71668414,137.54899249,.10547159
37.78892851,235.12849829,.14972150
31.60019567,290.61566103,.16163551
7.69048016,1182.79472643,.38419751
5.95909805,1443.66784528,.49279181
50.52726997,165.20815781,.12212424
1.59270841,3324.91527581,1.14534154
64.04324837,123.85204094,.09591810
13.33848469,727.80567327,.22477388
67.76513317,115.76705380,.08994042
53.96429116,152.44111642,.11489196
31.02026240,296.96062661,.16264671
62.81129843,126.77917783,.09802518
6.98332551,1277.71944134,.42326927
2.03938528,2894.99978529,1.02850308
64.06025572,123.81255749,.09588946
72.55139239,106.80953058,.08310955
20.00864437,483.90593763,.18184314
66.51636321,118.36011055,.09188070
49.71187416,168.52764991,.12387879
32.71798393,279.01971162,.15963209
3.25659209,2187.90359807,.79252348
24.86859536,382.03836798,.17247331
72.76778392,106.43797584,.08282299
73.30637937,105.52472492,.08211793
39.76344190,221.15116933,.14557475
30.00825143,308.61556905,.16436573
54.11544785,151.92140418,.11458105
50.64590512,164.73508615,.12187002
73.27490034,105.57765288,.08215882
37.54099267,236.99192145,.15023292
46.61063550,182.33024363,.13064041
66.66919683,118.03653336,.09163969
67.33353049,116.65031072,.09060356
65.01629454,121.63219980,.09429877
51.70836299,160.60615917,.11960660
9.74650815,968.96902841,.30103750
65.12863202,121.38096268,.09411439
38.81900182,227.65149404,.14757352
40.25752314,217.87796043,.14451942
40.78664364,214.46520049,.14338280
18.82281439,516.01518028,.18540892
8.53041113,1085.86414507,.34540214
24.26806946,392.55666531,.17342265
46.71467080,181.83456136,.13041203
.13804413,11347.10691462,2.74205437
48.92916712,171.82963962,.12557379
58.81842886,137.26021335,.10527861
53.35464914,154.57103151,.11615260
7.76777528,1173.21348903,.38030400
52.34590535,158.21838218,.11826083
65.33551536,120.92095302,.09377622
67.85769260,115.57938061,.08979923
48.08879106,175.50726427,.12740357
6.30543599,1383.15685531,.46735179
19.50433081,497.13048221,.18325311
44.78909106,191.41598202,.13464521
7.85972613,1162.00169304,.37576222
6.64955783,1327.65488597,.44408763
47.78535879,176.87014893,.12806636
52.41850554,157.95060337,.11810822
28.52816743,327.12677718,.16678247
27.06382371,347.38237040,.16908224
34.94464953,258.14591640,.15543453
18.82339829,515.99847482,.18540693
55.74188831,146.53106187,.11127977
51.57559838,161.11172544,.11988807
57.21144261,141.95995381,.10837135
70.56211288,110.35497125,.08583313
30.21395457,306.18404253,.16402092
67.73488192,115.82852397,.08998664
15.42451768,631.91360653,.20327448
29.04464332,320.45719839,.16595134
20.25329578,477.70605566,.18120745
55.51295310,147.26810109,.11173939
40.72689183,214.84590491,.14351146
12.63616014,766.02003965,.23495815
28.15365274,332.11245507,.16737788
58.76820755,137.40261072,.10537381
60.87118758,131.67189939,.10147020
15.93332864,611.81920185,.19954864
52.58908638,157.32469935,.11775016
25.05910676,378.80138792,.17217596
29.08944491,319.88956916,.16587865
38.27541612,231.54500826,.14871154
72.50268849,106.89352842,.08317430
45.04223482,190.10559232,.13408843
45.40703841,188.24499835,.13328600
22.52816111,425.99870660,.17636820
74.93600716,102.85838666,.08005458
49.99559993,167.35895343,.12326688
3.51750033,2082.96490240,.75289235
19.64294958,493.43424761,.18285124
22.75221656,421.42429718,.17596497
22.96469821,417.16304896,.17559058
70.24384945,110.94475535,.08628399
51.51700157,161.33578892,.12001243
39.71154732,221.49993296,.14568523
18.86061074,514.93573293,.18528083
71.96825865,107.82429872,.08389118
9.92315135,953.87856775,.29557273
52.08118392,159.20188281,.11881843
25.02528573,379.37262516,.17222865
13.76246841,706.32712495,.21943846
41.39527908,210.65351640,.14206808
26.01458156,363.24849160,.17069955
40.33027525,217.40311746,.14436352
9.05816974,1032.13530214,.32460818
50.94087488,163.56949209,.12123919
31.93760880,287.02975884,.16103831
41.07790457,212.62621085,.14275455
27.32705642,343.58613561,.16867378
20.19519298,479.16610841,.18135579
64.08794375,123.74833111,.09584285
44.70594477,191.84988651,.13482806
53.91058941,152.62654959,.11500258
69.28222647,112.76646338,.08767189
33.69595775,269.50793176,.15782137
46.20799851,184.27158585,.13152485
29.11029060,319.62604109,.16584480
36.23842282,247.21526082,.15287974
53.62897853,153.60583399,.11558403
25.44679179,372.35656462,.17157469
29.73378328,311.91159246,.16482226
16.72078483,582.82769480,.19465297
45.83681706,186.09418744,.13234079
5.62151646,1507.75677726,.51974462
42.57512598,203.59353739,.13950140
47.64159385,177.52253676,.12838073
9.62869634,979.27577120,.30480927
66.18484542,119.06810775,.09240690
23.54029143,405.98121801,.17460965
6.18830302,1403.06992505,.47571839
35.60443079,252.47001811,.15414152
19.07343705,508.92929615,.18457916
57.91789214,139.85690799,.10700011
23.36990121,409.23759681,.17489548
18.22508707,533.61781006,.18758674
26.62571940,353.86097949,.16975895
74.65427865,103.30921116,.08040386
56.59273856,143.85136375,.10958682
51.05315545,163.12975175,.12099954
65.59423949,120.35050779,.09335586
46.05288856,185.02933053,.13186576
32.78069195,278.39266111,.15951759
28.04930603,333.52464249,.16754277
37.46007913,237.60558279,.15039932
72.78972541,106.40045081,.08279404
55.16669748,148.39609086,.11243778
5.96959382,1441.75955997,.49198903
38.46045039,230.20678967,.14832525
48.28373528,174.64159120,.12697831
7.38005217,1222.78576601,.40055829
16.01767516,608.59524972,.19897635
64.39645175,123.03710639,.09532570
51.89027011,159.91815922,.11922162
3.50245411,2088.72253094,.75509508
3.55985822,2066.93641957,.74674338
56.08054095,145.45336965,.11060303
45.43923044,188.08236454,.13321519
38.54239632,229.61841154,.14815381
32.29313061,283.33244564,.16040198
58.23550806,138.93049270,.10638951
57.97676606,139.68430318,.10688664
24.15391056,394.61204766,.17360575
66.13326384,119.17902521,.09248919
13.63894253,712.46870988,.22093455
54.12504259,151.88852608,.11456134
26.01390452,363.25912573,.17070059
34.65068943,260.74581153,.15600369
50.43680266,165.57057192,.12231828
37.99698953,233.58423761,.14929059
42.70928762,202.81703481,.13920831
11.11352643,862.31171846,.26410800
13.70388031,709.22842924,.22014224
25.99689418,363.52648027,.17072677
39.75516993,221.20669799,.14559236
10.30191677,922.91261920,.28458870
73.63173848,104.98089515,.08169761
73.74829123,104.78749872,.08154807
18.30119975,531.31930218,.18729256
56.88141746,142.96299005,.10901804
55.68495284,146.71371600,.11139392
29.92170483,309.64845490,.16451012
71.03830485,109.48440544,.08516638
10.41696176,913.86349351,.28144118
48.15258230,175.22314290,.12726436
26.42665914,356.87292197,.17006554
63.32038671,125.55333103,.09714679
16.54274749,589.17132755,.19567629
58.39580102,138.46735975,.10608277
7.50817247,1205.97943812,.39366234
32.32340706,283.02134299,.16034746
62.43975519,127.68865349,.09867301
51.83161852,160.13939758,.11934566
43.16740730,200.20439173,.13820600
31.61662670,290.43926875,.16160658
69.70102631,111.96565683,.08706269
19.43929719,498.88099848,.18344563
19.17361527,506.14357432,.18425995
34.75198718,259.84483629,.15580805
12.08438392,798.60876606,.24429795
30.89518957,298.36007641,.16286227
57.96961366,139.70525082,.10690042
12.12424715,796.17253694,.24358001
49.37691381,169.92656300,.12460297
7.46884630,1211.09203427,.39575719
35.09826895,256.80490710,.15513537
61.28003194,130.61071308,.10073151
41.09856311,212.49682220,.14270993
70.35475122,110.73851009,.08612641
55.57815995,147.05746789,.11160831
40.05546737,219.20628131,.14495174
17.61959890,552.53054546,.19012497
11.21430176,855.28334075,.26182976
71.57446631,108.52091294,.08442685
