energy,scattering_angle,experimental_value,statistical_error,reaction_type,observable,systematic_error,normalization
179.000000,  0.000000,   24.20000,  0.24000,PP,   SGT , 0.000, 1.000
267.500000,  0.000000,   23.84998,  0.23000,PP,   SGT , 0.000, 1.000
295.000000,  0.000000,   23.73000,  0.50000,PP,   SGT , 0.005,-1.000
315.000000,  0.000000,   24.29999,  1.00000,PP,   SGT , 0.000, 1.000
325.000000,  0.000000,   24.39998,  0.40000,PP,   SGT , 0.005, 1.000
328.000000,  0.000000,   24.34900,  0.50000,PP,   SGT ,-0.005,-1.000
342.500000,  0.000000,   24.54999,  0.23000,PP,   SGT , 0.000, 1.000
